0,30,0,90
28,30,14,90
14,30,28,90
5,134,43,134
48,177,94,177
96,62,96,102
104,62,104,102
112,62,112,102
50,74,75,74
32,5,51,5
28,0,32,5
28,0,28,30
0,90,5,134
14,90,13,134
14,90,16,134
28,90,29,134
28,78,50,74
43,134,48,177
94,177,96,102
75,74,96,72
96,5,96,62
51,5,96,5
